model_name,f1-score,precision,recall,support
e_gat_no_sampling,0.5610172433411549,0.5409345579498481,0.648741284040369,228621
e_gat_sampling,0.5688758620810834,0.5360325340198056,0.745522038508882,228621
e_graphsage_sum,0.5939728513671841,0.56281110478049,0.7358262220155588,228621
e_gcn,0.5839901165972284,0.5526255591569847,0.7319744210044019,228621
e_graphsage_sum_no_sampling,0.4822964963283129,0.4732717676596147,0.6784211185792105,228621
e_graphsage_mean_no_sampling,0.5895769395489331,0.5594918650893451,0.7387893781922111,228621
e_graphsage_mean,0.5483526967663682,0.5397578511966816,0.7084466909053728,228621
