model_name,f1-score,precision,recall,support
e_graphsage_sum_no_sampling,0.4216481431546608,0.38689658375359554,0.6543747931129416,535059
e_gat_sampling,0.3976721179315551,0.35157979103185677,0.6220008451980819,535059
e_graphsage_sum,0.4816152183987862,0.4485731613925238,0.6628771320590878,535059
e_gat_no_sampling,0.4463319524889536,0.3862873660454433,0.6258691510889031,535059
e_graphsage_mean,0.36557971806664036,0.3373470312875943,0.6186482839353141,535059
e_graphsage_mean_no_sampling,0.4324489349193147,0.37183362455047975,0.6483082088847959,535059
e_gcn,0.4434954855756656,0.38435360086681947,0.651685502966669,535059
