model,F1,Precision,Recall,Support,FNR,FPR
cnn_lstm,0.3614734078255,0.3447342903907739,0.4643869452972605,535059,0.5356130547027396,0.031731837986345976
cnn_gru,0.06383527961818693,0.0719309807680786,0.09971183885205478,535059,0.9002881611479451,0.10010760752194672
mlp,0.4049703412784374,0.4027316742463135,0.5234701547886068,535059,0.4765298452113932,0.025556819463975262
cnn,0.41926904510688834,0.4088580941701605,0.5142113063441031,535059,0.48578869365589694,0.022943866262717477
