model_name,f1-score,precision,recall,support
e_graphsage_mean_no_sampling,0.5738425236026315,0.5412921595196245,0.804410237702137,228621
e_gat_sampling,0.5515318244841486,0.5448952263989869,0.7745018295660694,228621
e_graphsage_mean,0.5643622583338009,0.5503212613596783,0.8033153531310091,228621
e_graphsage_sum_no_sampling,0.5147489755868154,0.48728176586193683,0.6880691119709891,228621
e_gcn,0.5724516440059718,0.5462208481812739,0.7953543006828145,228621
e_gat_no_sampling,0.6025739020244613,0.5718233702621054,0.800779986949786,228621
e_graphsage_sum,0.5918119955581974,0.56711933630336,0.7867744802794345,228621
